"POLITICO";"SOBRENOME";"NOME_MINUSCULA";"NOME_CASA_MINUSCULA";"NOME_CASA";"PARTIDO";"UF";"ID";"ANO_MANDATO";"LEGISLATURA";"URL_FOTO"
"JOSÉ AIRTON";"AIRTON";"josé airton";"jose airton";"JOSE AIRTON";"PT";"CE";1860;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189596"
"JOSÉ ANÍBAL";"ANÍBAL";"josé aníbal";"jose anibal";"JOSE ANIBAL";"PSDB";"SP";898;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189597"
"JOSÉ AUGUSTO MAIA";"MAIA";"josé augusto maia";"jose augusto maia";"JOSE AUGUSTO MAIA";"PTB";"PE";2314;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189598"
"JOSÉ C. STANGARLINI";"STANGARLINI";"josé c. stangarlini";"jose c. stangarlini";"JOSE C. STANGARLINI";"PSDB";"SP";2007;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189599"
"JOSÉ CARLOS ALELUIA";"ALELUIA";"josé carlos aleluia";"jose carlos aleluia";"JOSE CARLOS ALELUIA";"DEM";"BA";678;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189600"
"JOSÉ CARLOS ARAÚJO";"ARAÚJO";"josé carlos araújo";"jose carlos araujo";"JOSE CARLOS ARAUJO";"PSD";"BA";1564;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189601"
"JOSÉ CARLOS MACHADO";"MACHADO";"josé carlos machado";"jose carlos machado";"JOSE CARLOS MACHADO";"DEM";"SE";1592;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189602"
"JOSÉ CARLOS VIEIRA";"VIEIRA";"josé carlos vieira";"jose carlos vieira";"JOSE CARLOS VIEIRA";"PR";"SC";1079;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189603"
"JOSÉ CHAVES";;"josé chaves";"jose chaves";"JOSE CHAVES";"PTB";"PE";1091;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189604"
"JOSÉ DE FILIPPI";"FILIPPI";"josé de filippi";"jose de filippi";"JOSE DE FILIPPI";"PT";"SP";2364;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189605"
"JOSÉ EDMAR";;"josé edmar";"jose edmar";"JOSE EDMAR";"PR";"DF";1993;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189606"
"JOSÉ EDUARDO CARDOZO";"CARDOZO";"josé eduardo cardozo";"jose eduardo cardozo";"JOSE EDUARDO CARDOZO";"PT";"SP";1566;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189607"
"JOSÉ FERNANDO APARECIDO DE OLIVEIRA";"APARECIDO DE OLIVEIRA";"josé fernando aparecido de oliveira";"jose fernando aparecido de oliveira";"JOSE FERNANDO APARECIDO DE OLIVEIRA";"PV";"MG";1959;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189608"
"JOSÉ GENOÍNO";"GENOÍNO";"josé genoíno";"jose genoino";"JOSE GENOINO";"PT";"SP";348;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189609"
"JOSÉ GUIMARÃES";"GUIMARÃES";"josé guimarães";"jose guimaraes";"JOSE GUIMARAES";"PT";"CE";1861;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189610"
"JOSÉ HUMBERTO";"HUMBERTO";"josé humberto";"jose humberto";"JOSE HUMBERTO";"PHS";"MG";2029;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189611"
"JOSÉ LINHARES";"LINHARES";"josé linhares";"jose linhares";"JOSE LINHARES";"PP";"CE";620;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189612"
"JOSÉ MAIA FILHO";"MAIA FILHO";"josé maia filho";"jose maia filho";"JOSE MAIA FILHO";"DEM";"PI";1994;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189613"
"JOSÉ MENDONÇA BEZERRA";"MENDONÇA BEZERRA";"josé mendonça bezerra";"jose mendonca bezerra";"JOSE MENDONCA BEZERRA";"DEM";"PE";12;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189614"
"JOSÉ MENTOR";"MENTOR";"josé mentor";"jose mentor";"JOSE MENTOR";"PT";"SP";1567;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189615"
"JOSÉ MÚCIO MONTEIRO";"MÚCIO MONTEIRO";"josé múcio monteiro";"jose mucio monteiro";"JOSE MUCIO MONTEIRO";"PTB";"PE";648;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189616"
"JOSÉ NUNES";"NUNES";"josé nunes";"jose nunes";"JOSE NUNES";"PSD";"BA";2348;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189617"
"JOSÉ OTÁVIO GERMANO";"GERMANO";"josé otávio germano";"jose otavio germano";"JOSE OTAVIO GERMANO";"PP";"RS";1568;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189618"
"JOSÉ PAULO TÓFFANO";"TÓFFANO";"josé paulo tóffano";"jose paulo toffano";"JOSE PAULO TOFFANO";"PV";"SP";1862;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189619"
"JOSÉ PIMENTEL";"PIMENTEL";"josé pimentel";"jose pimentel";"JOSE PIMENTEL";"PT";"CE";1076;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189620"
"JOSÉ PRIANTE";"PRIANTE";"josé priante";"jose priante";"JOSE PRIANTE";"PMDB";"PA";1077;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189621"
"JOSÉ ROBERTO DUDÉ";"DUDÉ";"josé roberto dudé";"jose roberto dude";"JOSE ROBERTO DUDE";"PT";"ES";2023;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189622"
"JOSÉ ROCHA";"ROCHA";"josé rocha";"jose rocha";"JOSE ROCHA";"PR";"BA";1071;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189623"
"JOSÉ SANTANA DE VASCONCELLOS";"SANTANA DE VASCONCELLOS";"josé santana de vasconcellos";"jose santana de vasconcellos";"JOSE SANTANA DE VASCONCELLOS";"PR";"MG";256;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189624"
"JOSE STÉDILE";"STÉDILE";"jose stédile";"jose stedile";"JOSE STEDILE";"PSB";"RS";2345;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189625"
"JOSEPH BANDEIRA";"BANDEIRA";"joseph bandeira";"joseph bandeira";"JOSEPH BANDEIRA";"PT";"BA";1970;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189626"
"JOSIAS GOMES";"GOMES";"josias gomes";"josias gomes";"JOSIAS GOMES";"PT";"BA";1571;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189627"
"JOSUÉ BENGTSON";"BENGTSON";"josué bengtson";"josue bengtson";"JOSUE BENGTSON";"PTB";"PA";1281;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189628"
"JOVAIR ARANTES";"ARANTES";"jovair arantes";"jovair arantes";"JOVAIR ARANTES";"PTB";"GO";1096;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189629"
"JULIÃO AMIN";"AMIN";"julião amin";"juliao amin";"JULIAO AMIN";"PDT";"MA";1863;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189630"
"JÚLIO CAMPOS";"CAMPOS";"júlio campos";"julio campos";"JULIO CAMPOS";"DEM";"MT";369;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189631"
"JÚLIO CESAR";"CESAR";"júlio cesar";"julio cesar";"JULIO CESAR";"PSD";"PI";1097;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189632"
"JÚLIO DELGADO";"DELGADO";"júlio delgado";"julio delgado";"JULIO DELGADO";"PSB";"MG";1480;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189633"
"JULIO LOPES";"LOPES";"julio lopes";"julio lopes";"JULIO LOPES";"PP";"RJ";1576;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189634"
"JÚLIO REDECKER";"REDECKER";"júlio redecker";"julio redecker";"JULIO REDECKER";"PSDB";"RS";1203;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189635"
"JULIO SEMEGHINI";"SEMEGHINI";"julio semeghini";"julio semeghini";"JULIO SEMEGHINI";"PSDB";"SP";1401;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189636"
"JÚNIOR COIMBRA";"COIMBRA";"júnior coimbra";"junior coimbra";"JUNIOR COIMBRA";"PMDB";"TO";2318;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189637"
"JUNIOR MARZOLA";"MARZOLA";"junior marzola";"junior marzola";"JUNIOR MARZOLA";"DEM";"TO";2015;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189638"
"JUNJI ABE";"ABE";"junji abe";"junji abe";"JUNJI ABE";"PSD";"SP";2332;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189639"
"JURANDIL JUAREZ";"JUAREZ";"jurandil juarez";"jurandil juarez";"JURANDIL JUAREZ";"PMDB";"AP";1277;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189640"
"JURANDY LOUREIRO";"LOUREIRO";"jurandy loureiro";"jurandy loureiro";"JURANDY LOUREIRO";"PSC";"ES";1864;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189641"
"JUSMARI OLIVEIRA";"OLIVEIRA";"jusmari oliveira";"jusmari oliveira";"JUSMARI OLIVEIRA";"PR";"BA";1865;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189642"
"JUTAHY JUNIOR";"JUNIOR";"jutahy junior";"jutahy junior";"JUTAHY JUNIOR";"PSDB";"BA";198;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189643"
"JUVENIL";;"juvenil";"juvenil";"JUVENIL";"PRTB";"MG";1866;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189644"
"KEIKO OTA";"OTA";"keiko ota";"keiko ota";"KEIKO OTA";"PSB";"SP";2261;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189645"
"LAEL VARELLA";"VARELLA";"lael varella";"lael varella";"LAEL VARELLA";"DEM";"MG";257;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189646"
"LAERCIO OLIVEIRA";"OLIVEIRA";"laercio oliveira";"laercio oliveira";"LAERCIO OLIVEIRA";"PR";"SE";1991;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189647"
"LAERTE BESSA";"BESSA";"laerte bessa";"laerte bessa";"LAERTE BESSA";"PSC";"DF";1867;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189648"
"LAUREZ MOREIRA";"MOREIRA";"laurez moreira";"laurez moreira";"LAUREZ MOREIRA";"PSB";"TO";1868;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189649"
"LAURIETE";;"lauriete";"lauriete";"LAURIETE";"PSC";"ES";2355;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189650"
"LÁZARO BOTELHO";"BOTELHO";"lázaro botelho";"lazaro botelho";"LAZARO BOTELHO";"PP";"TO";1869;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189651"
"LEANDRO SAMPAIO";"SAMPAIO";"leandro sampaio";"leandro sampaio";"LEANDRO SAMPAIO";"PPS";"RJ";1870;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189652"
"LEANDRO VILELA";"VILELA";"leandro vilela";"leandro vilela";"LEANDRO VILELA";"PMDB";"GO";1579;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189653"
"LELO COIMBRA";"COIMBRA";"lelo coimbra";"lelo coimbra";"LELO COIMBRA";"PMDB";"ES";1871;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189654"
"LEO ALCÂNTARA";"ALCÂNTARA";"leo alcântara";"leo alcantara";"LEO ALCANTARA";"PR";"CE";1308;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189655"
"LÉO VIVAS";"VIVAS";"léo vivas";"leo vivas";"LEO VIVAS";"PRB";"RJ";1872;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189656"
"LEONARDO GADELHA";"GADELHA";"leonardo gadelha";"leonardo gadelha";"LEONARDO GADELHA";"PSC";"PB";2476;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189657"
"LEONARDO MONTEIRO";"MONTEIRO";"leonardo monteiro";"leonardo monteiro";"LEONARDO MONTEIRO";"PT";"MG";1582;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189658"
"LEONARDO PICCIANI";"PICCIANI";"leonardo picciani";"leonardo picciani";"LEONARDO PICCIANI";"PMDB";"RJ";1583;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189659"
"LEONARDO QUINTÃO";"QUINTÃO";"leonardo quintão";"leonardo quintao";"LEONARDO QUINTAO";"PMDB";"MG";1873;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189660"
"LEONARDO VILELA";"VILELA";"leonardo vilela";"leonardo vilela";"LEONARDO VILELA";"PSDB";"GO";1584;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189661"
"LEOPOLDO MEYER";"MEYER";"leopoldo meyer";"leopoldo meyer";"LEOPOLDO MEYER";"PSB";"PR";2299;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189662"
"LÍDICE DA MATA";"MATA";"lídice da mata";"lidice da mata";"LIDICE DA MATA";"PSB";"BA";161;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189663"
"LILIAM SÁ";"SÁ";"liliam sá";"liliam sa";"LILIAM SA";"PSD";"RJ";2292;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189664"
"LINCOLN PORTELA";"PORTELA";"lincoln portela";"lincoln portela";"LINCOLN PORTELA";"PR";"MG";1355;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189665"
"LINDOMAR GARÇON";"GARÇON";"lindomar garçon";"lindomar garcon";"LINDOMAR GARCON";"PV";"RO";1874;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189666"
"LIRA MAIA";"MAIA";"lira maia";"lira maia";"LIRA MAIA";"DEM";"PA";1875;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189667"
"LOBBE NETO";"NETO";"lobbe neto";"lobbe neto";"LOBBE NETO";"PSDB";"SP";1586;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189668"
"LOURIVAL MENDES";"MENDES";"lourival mendes";"lourival mendes";"LOURIVAL MENDES";"PTdoB";"MA";2260;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189669"
"LUCENIRA PIMENTEL";"PIMENTEL";"lucenira pimentel";"lucenira pimentel";"LUCENIRA PIMENTEL";"PR";"AP";1876;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189670"
"LUCI CHOINACKI";"CHOINACKI";"luci choinacki";"luci choinacki";"LUCI CHOINACKI";"PT";"SC";841;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189671"
"LUCIANA COSTA";"COSTA";"luciana costa";"luciana costa";"LUCIANA COSTA";"PR";"SP";1980;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189672"
"LUCIANA GENRO";"GENRO";"luciana genro";"luciana genro";"LUCIANA GENRO";"PSOL";"RS";1587;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189673"
"LUCIANA SANTOS";"SANTOS";"luciana santos";"luciana santos";"LUCIANA SANTOS";"PCdoB";"PE";2376;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189674"
"LUCIANO CASTRO";"CASTRO";"luciano castro";"luciano castro";"LUCIANO CASTRO";"PR";"RR";894;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189675"
"LUCIANO MOREIRA";"MOREIRA";"luciano moreira";"luciano moreira";"LUCIANO MOREIRA";"PMDB";"MA";2378;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189676"
"LUCIANO PIZZATTO";"PIZZATTO";"luciano pizzatto";"luciano pizzatto";"LUCIANO PIZZATTO";"DEM";"PR";823;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189677"
"LÚCIO VALE";"VALE";"lúcio vale";"lucio vale";"LUCIO VALE";"PR";"PA";1877;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189678"
"LUCIO VIEIRA LIMA";"LIMA";"lucio vieira lima";"lucio vieira lima";"LUCIO VIEIRA LIMA";"PMDB";"BA";2367;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189679"
"LUIS CARLOS HEINZE";"HEINZE";"luis carlos heinze";"luis carlos heinze";"LUIS CARLOS HEINZE";"PP";"RS";1455;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189680"
"LUIS TIBÉ";"TIBÉ";"luis tibé";"luis tibe";"LUIS TIBE";"PTdoB";"MG";2412;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189681"
"LUIZ ALBERTO";"ALBERTO";"luiz alberto";"luiz alberto";"LUIZ ALBERTO";"PT";"BA";1242;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189682"
"LUIZ ARGÔLO";"ARGÔLO";"luiz argôlo";"luiz argolo";"LUIZ ARGOLO";"PP";"BA";2357;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189683"
"LUIZ BASSUMA";"BASSUMA";"luiz bassuma";"luiz bassuma";"LUIZ BASSUMA";"PV";"BA";1544;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189684"
"LUIZ BITTENCOURT";"BITTENCOURT";"luiz bittencourt";"luiz bittencourt";"LUIZ BITTENCOURT";"PMDB";"GO";1427;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189685"
"LUIZ CARLOS";"CARLOS";"luiz carlos";"luiz carlos";"LUIZ CARLOS";"PSDB";"AP";2302;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189686"
"LUIZ CARLOS BUSATO";"BUSATO";"luiz carlos busato";"luiz carlos busato";"LUIZ CARLOS BUSATO";"PTB";"RS";1793;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189687"
"LUIZ CARLOS HAULY";"HAULY";"luiz carlos hauly";"luiz carlos hauly";"LUIZ CARLOS HAULY";"PSDB";"PR";824;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189688"
"LUIZ CARLOS SETIM";"SETIM";"luiz carlos setim";"luiz carlos setim";"LUIZ CARLOS SETIM";"DEM";"PR";1878;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189689"
"LUIZ CARREIRA";"CARREIRA";"luiz carreira";"luiz carreira";"LUIZ CARREIRA";"DEM";"BA";1589;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189690"
"LUIZ COUTO";"COUTO";"luiz couto";"luiz couto";"LUIZ COUTO";"PT";"PB";1590;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189691"
"LUIZ FERNANDO FARIA";"FARIA";"luiz fernando faria";"luiz fernando faria";"LUIZ FERNANDO FARIA";"PP";"MG";1879;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189692"
"LUIZ FERNANDO MACHADO";"MACHADO";"luiz fernando machado";"luiz fernando machado";"LUIZ FERNANDO MACHADO";"PSDB";"SP";2342;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189693"
"LUIZ NISHIMORI";"NISHIMORI";"luiz nishimori";"luiz nishimori";"LUIZ NISHIMORI";"PSDB";"PR";2424;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189694"
"LUIZ NOÉ";"NOÉ";"luiz noé";"luiz noe";"LUIZ NOE";"PSB";"RS";2421;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189695"
"LUIZ OTAVIO";"OTAVIO";"luiz otavio";"luiz otavio";"LUIZ OTAVIO";"PMDB";"PA";2418;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189696"
"LUIZ PAULO VELLOZO LUCAS";"VELLOZO";"luiz paulo vellozo lucas";"luiz paulo vellozo lucas";"LUIZ PAULO VELLOZO LUCAS";"PSDB";"ES";1880;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189697"
"LUIZ PITIMAN";"PITIMAN";"luiz pitiman";"luiz pitiman";"LUIZ PITIMAN";"PMDB";"DF";2269;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189698"
"LUIZ SÉRGIO";"SÉRGIO";"luiz sérgio";"luiz sergio";"LUIZ SERGIO";"PT";"RJ";1383;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189699"
"LUIZA ERUNDINA";"ERUNDINA";"luiza erundina";"luiza erundina";"LUIZA ERUNDINA";"PSB";"SP";1402;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189700"
"LUPÉRCIO RAMOS";"RAMOS";"lupércio ramos";"lupercio ramos";"LUPERCIO RAMOS";"PMDB";"AM";1591;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189701"
"MAGDA MOFATTO";"MOFATTO";"magda mofatto";"magda mofatto";"MAGDA MOFATTO";"PTB";"GO";2437;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189702"
"MAGELA";;"magela";"magela";"MAGELA";"PT";"DF";1420;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189703"
"MAJOR FÁBIO";"FÁBIO";"major fábio";"major fabio";"MAJOR FABIO";"DEM";"PB";1986;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189704"
"MANATO";;"manato";"manato";"MANATO";"PDT";"ES";1593;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189705"
"MANDETTA";;"mandetta";"mandetta";"MANDETTA";"DEM";"MS";2389;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189706"
"MANOEL JUNIOR";"JUNIOR";"manoel junior";"manoel junior";"MANOEL JUNIOR";"PMDB";"PB";1881;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189707"
"MANOEL SALVIANO";"SALVIANO";"manoel salviano";"manoel salviano";"MANOEL SALVIANO";"PSD";"CE";1309;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189708"
"MANUELA D'ÁVILA";"D'ÁVILA";"manuela d'ávila";"manuela davila";"MANUELA DAVILA";"PCdoB";"RS";1882;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189709"
"MARA GABRILLI";"GABRILLI";"mara gabrilli";"mara gabrilli";"MARA GABRILLI";"PSDB";"SP";2399;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189710"
"MARÇAL FILHO";"FILHO";"marçal filho";"marcal filho";"MARCAL FILHO";"PMDB";"MS";1237;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189711"
"MARCELO AGUIAR";"AGUIAR";"marcelo aguiar";"marcelo aguiar";"MARCELO AGUIAR";"PSD";"SP";2346;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189712"
"MARCELO ALMEIDA";"ALMEIDA";"marcelo almeida";"marcelo almeida";"MARCELO ALMEIDA";"PMDB";"PR";1979;2007;53;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189713"
