"POLITICO";"SOBRENOME";"NOME_MINUSCULA";"NOME_CASA_MINUSCULA";"NOME_CASA";"PARTIDO";"UF";"ID";"ANO_MANDATO";"LEGISLATURA";"URL_FOTO"
"PAULO TEIXEIRA";"TEIXEIRA";"paulo teixeira";"paulo teixeira";"PAULO TEIXEIRA";"PT";"SP";1910;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=162855"
"PAULO WAGNER";"WAGNER";"paulo wagner";"paulo wagner";"PAULO WAGNER";"PV";"RN";2257;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189136"
"PEDRO CHAVES";"CHAVES";"pedro chaves";"pedro chaves";"PEDRO CHAVES";"PMDB";"GO";1429;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=99799"
"PEDRO EUGÊNIO";"EUGÊNIO";"pedro eugênio";"pedro eugenio";"PEDRO EUGENIO";"PT";"PE";1331;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=99281"
"PEDRO FERNANDES";"FERNANDES";"pedro fernandes";"pedro fernandes";"PEDRO FERNANDES";"PTB";"MA";1302;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=99154"
"PEDRO HENRY";"HENRY";"pedro henry";"pedro henry";"PEDRO HENRY";"PP";"MT";1227;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=98991"
"PEDRO NOVAIS";"NOVAIS";"pedro novais";"pedro novais";"PEDRO NOVAIS";"PMDB";"MA";611;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=98277"
"PEDRO PAULO";"PAULO";"pedro paulo";"pedro paulo";"PEDRO PAULO";"PMDB";"RJ";2386;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189131"
"PEDRO UCZAI";"UCZAI";"pedro uczai";"pedro uczai";"PEDRO UCZAI";"PT";"SC";2243;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189156"
"PENNA";;"penna";"penna";"PENNA";"PV";"SP";2375;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189172"
"PEPE VARGAS";"VARGAS";"pepe vargas";"pepe vargas";"PEPE VARGAS";"PT";"RS";1911;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=160573"
"PERPÉTUA ALMEIDA";"ALMEIDA";"perpétua almeida";"perpetua almeida";"PERPETUA ALMEIDA";"PCdoB";"AC";1645;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=107749"
"PINTO ITAMARATY";"ITAMARATY";"pinto itamaraty";"pinto itamaraty";"PINTO ITAMARATY";"PSDB";"MA";1912;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=160589"
"POLICARPO";;"policarpo";"policarpo";"POLICARPO";"PT";"DF";2422;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=193057"
"PROFESSOR SETIMO";"SETIMO";"professor setimo";"professor setimo";"PROFESSOR SETIMO";"PMDB";"MA";1916;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=161604"
"PROFESSORA DORINHA SEABRA REZENDE";"SEABRA";"professora dorinha seabra rezende";"professora dorinha seabra rezende";"PROFESSORA DORINHA SEABRA REZENDE";"DEM";"TO";2300;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189192"
"PROFESSORA MARCIVANIA";"MARCIVANIA";"professora marcivania";"professora marcivania";"PROFESSORA MARCIVANIA";"PT";"AP";2339;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189038"
"RAIMUNDÃO";;"raimundão";"raimundao";"RAIMUNDAO";"PMDB";"CE";2293;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189060"
"RAIMUNDO GOMES DE MATOS";"GOMES DE MATOS";"raimundo gomes de matos";"raimundo gomes de matos";"RAIMUNDO GOMES DE MATOS";"PSDB";"CE";1244;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=99068"
"RATINHO JUNIOR";"JUNIOR";"ratinho junior";"ratinho junior";"RATINHO JUNIOR";"PSC";"PR";1917;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=162418"
"RAUL HENRY";"HENRY";"raul henry";"raul henry";"RAUL HENRY";"PMDB";"PE";1918;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=161594"
"RAUL LIMA";"LIMA";"raul lima";"raul lima";"RAUL LIMA";"PSD";"RR";2400;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189142"
"REBECCA GARCIA";"GARCIA";"rebecca garcia";"rebecca garcia";"REBECCA GARCIA";"PP";"AM";1919;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=159999"
"REGINALDO LOPES";"LOPES";"reginaldo lopes";"reginaldo lopes";"REGINALDO LOPES";"PT";"MG";1677;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=108609"
"REGUFFE";;"reguffe";"reguffe";"REGUFFE";"PDT";"DF";2284;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189198"
"REINALDO AZAMBUJA";"AZAMBUJA";"reinaldo azambuja";"reinaldo azambuja";"REINALDO AZAMBUJA";"PSDB";"MS";2290;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189094"
"REINHOLD STEPHANES";"STEPHANES";"reinhold stephanes";"reinhold stephanes";"REINHOLD STEPHANES";"PSD";"PR";830;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=102091"
"RENAN FILHO";"FILHO";"renan filho";"renan filho";"RENAN FILHO";"PMDB";"AL";2401;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189033"
"RENATO MOLLING";"MOLLING";"renato molling";"renato molling";"RENATO MOLLING";"PP";"RS";1922;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=160838"
"RENZO BRAZ";"BRAZ";"renzo braz";"renzo braz";"RENZO BRAZ";"PP";"MG";2230;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189089"
"RIBAMAR ALVES";"ALVES";"ribamar alves";"ribamar alves";"RIBAMAR ALVES";"PSB";"MA";1597;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=110286"
"RICARDO BERZOINI";"BERZOINI";"ricardo berzoini";"ricardo berzoini";"RICARDO BERZOINI";"PT";"SP";1411;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=100307"
"RICARDO IZAR";"IZAR";"ricardo izar";"ricardo izar";"RICARDO IZAR";"PSD";"SP";2253;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189182"
"RICARDO QUIRINO";"QUIRINO";"ricardo quirino";"ricardo quirino";"RICARDO QUIRINO";"PRB";"DF";1988;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=180306"
"RICARDO TRIPOLI";"TRIPOLI";"ricardo tripoli";"ricardo tripoli";"RICARDO TRIPOLI";"PSDB";"SP";1923;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=162729"
"ROBERTO BALESTRA";"BALESTRA";"roberto balestra";"roberto balestra";"ROBERTO BALESTRA";"PP";"GO";356;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=98345"
"ROBERTO BRITTO";"BRITTO";"roberto britto";"roberto britto";"ROBERTO BRITTO";"PP";"BA";1924;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=160376"
"ROBERTO DE LUCENA";"LUCENA";"roberto de lucena";"roberto de lucena";"ROBERTO DE LUCENA";"PV";"SP";2282;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189183"
"ROBERTO DORNER";"DORNER";"roberto dorner";"roberto dorner";"ROBERTO DORNER";"PSD";"MT";2416;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=193031"
"ROBERTO FREIRE";"FREIRE";"roberto freire";"roberto freire";"ROBERTO FREIRE";"PPS";"SP";116;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=103164"
"ROBERTO SANTIAGO";"SANTIAGO";"roberto santiago";"roberto santiago";"ROBERTO SANTIAGO";"PSD";"SP";1925;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=160002"
"ROBERTO TEIXEIRA";"TEIXEIRA";"roberto teixeira";"roberto teixeira";"ROBERTO TEIXEIRA";"PP";"PE";2298;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189110"
"RODRIGO BETHLEM";"BETHLEM";"rodrigo bethlem";"rodrigo bethlem";"RODRIGO BETHLEM";"PMDB";"RJ";2002;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=184344"
"RODRIGO DE CASTRO";"CASTRO";"rodrigo de castro";"rodrigo de castro";"RODRIGO DE CASTRO";"PSDB";"MG";1928;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=160579"
"RODRIGO GARCIA";"GARCIA";"rodrigo garcia";"rodrigo garcia";"RODRIGO GARCIA";"DEM";"SP";2249;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189184"
"RODRIGO MAIA";"MAIA";"rodrigo maia";"rodrigo maia";"RODRIGO MAIA";"DEM";"RJ";1388;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=99604"
"ROGÉRIO CARVALHO";"CARVALHO";"rogério carvalho";"rogerio carvalho";"ROGERIO CARVALHO";"PT";"SE";2291;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=192581"
"ROGÉRIO MARINHO";"MARINHO";"rogério marinho";"rogerio marinho";"ROGERIO MARINHO";"PSDB";"RN";1931;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=160496"
"ROGÉRIO PENINHA MENDONÇA";"MENDONÇA";"rogério peninha mendonça";"rogerio peninha mendonca";"ROGERIO PENINHA MENDONCA";"PMDB";"SC";2244;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189157"
"ROMANNA REMOR";"REMOR";"romanna remor";"romanna remor";"ROMANNA REMOR";"PMDB";"SC";2472;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=193517"
"ROMÁRIO";;"romário";"romario";"ROMARIO";"PSB";"RJ";2287;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189132"
"ROMERO RODRIGUES";"RODRIGUES";"romero rodrigues";"romero rodrigues";"ROMERO RODRIGUES";"PSDB";"PB";2335;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189101"
"RONALDO BENEDET";"BENEDET";"ronaldo benedet";"ronaldo benedet";"RONALDO BENEDET";"PMDB";"SC";2354;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189158"
"RONALDO CAIADO";"CAIADO";"ronaldo caiado";"ronaldo caiado";"RONALDO CAIADO";"DEM";"GO";802;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=99756"
"RONALDO FONSECA";"FONSECA";"ronaldo fonseca";"ronaldo fonseca";"RONALDO FONSECA";"PR";"DF";2365;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189065"
"RONALDO NOGUEIRA";"NOGUEIRA";"ronaldo nogueira";"ronaldo nogueira";"RONALDO NOGUEIRA";"PTB";"RS";2428;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=193090"
"RONALDO ZULKE";"ZULKE";"ronaldo zulke";"ronaldo zulke";"RONALDO ZULKE";"PT";"RS";2303;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189151"
"ROSANE FERREIRA";"FERREIRA";"rosane ferreira";"rosane ferreira";"ROSANE FERREIRA";"PV";"PR";2393;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189114"
"ROSE DE FREITAS";"FREITAS";"rose de freitas";"rose de freitas";"ROSE DE FREITAS";"PMDB";"ES";177;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=100936"
"ROSINHA DA ADEFAL";"ADEFAL";"rosinha da adefal";"rosinha da adefal";"ROSINHA DA ADEFAL";"PTdoB";"AL";2224;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189034"
"RUBENS BUENO";"BUENO";"rubens bueno";"rubens bueno";"RUBENS BUENO";"PPS";"PR";831;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=100314"
"RUBENS OTONI";"OTONI";"rubens otoni";"rubens otoni";"RUBENS OTONI";"PT";"GO";1686;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=108662"
"RUI COSTA";"COSTA";"rui costa";"rui costa";"RUI COSTA";"PT";"BA";2343;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189197"
"RUI PALMEIRA";"PALMEIRA";"rui palmeira";"rui palmeira";"RUI PALMEIRA";"PSDB";"AL";2294;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189035"
"RUY CARNEIRO";"CARNEIRO";"ruy carneiro";"ruy carneiro";"RUY CARNEIRO";"PSDB";"PB";2276;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189102"
"SABINO CASTELO BRANCO";"CASTELO BRANCO";"sabino castelo branco";"sabino castelo branco";"SABINO CASTELO BRANCO";"PTB";"AM";1933;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=162442"
"SÁGUAS MORAES";"MORAES";"ságuas moraes";"saguas moraes";"SAGUAS MORAES";"PT";"MT";2347;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189096"
"SALVADOR ZIMBALDI";"ZIMBALDI";"salvador zimbaldi";"salvador zimbaldi";"SALVADOR ZIMBALDI";"PDT";"SP";1167;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=98425"
"SANDES JÚNIOR";"JÚNIOR";"sandes júnior";"sandes junior";"SANDES JUNIOR";"PP";"GO";1688;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=109798"
"SANDRA ROSADO";"ROSADO";"sandra rosado";"sandra rosado";"SANDRA ROSADO";"PSB";"RN";1689;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=109109"
"SANDRO ALEX";"ALEX";"sandro alex";"sandro alex";"SANDRO ALEX";"PPS";"PR";2277;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189121"
"SANDRO MABEL";"MABEL";"sandro mabel";"sandro mabel";"SANDRO MABEL";"PMDB";"GO";1168;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=102187"
"SARAIVA FELIPE";"FELIPE";"saraiva felipe";"saraiva felipe";"SARAIVA FELIPE";"PMDB";"MG";1090;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=97821"
"SARNEY FILHO";"FILHO";"sarney filho";"sarney filho";"SARNEY FILHO";"PV";"MA";98;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=98432"
"SEBASTIÃO BALA ROCHA";"BALA ROCHA";"sebastião bala rocha";"sebastiao bala rocha";"SEBASTIAO BALA ROCHA";"PDT";"AP";1934;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=162227"
"SÉRGIO BARRADAS CARNEIRO";"BARRADAS CARNEIRO";"sérgio barradas carneiro";"sergio barradas carneiro";"SERGIO BARRADAS CARNEIRO";"PT";"BA";972;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=101102"
"SÉRGIO BRITO";"BRITO";"sérgio brito";"sergio brito";"SERGIO BRITO";"PSD";"BA";169;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=103566"
"SERGIO GUERRA";"GUERRA";"sergio guerra";"sergio guerra";"SERGIO GUERRA";"PSDB";"PE";655;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=98452"
"SÉRGIO MORAES";"MORAES";"sérgio moraes";"sergio moraes";"SERGIO MORAES";"PTB";"RS";1935;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=160016"
"SERGIO ZVEITER";"ZVEITER";"sergio zveiter";"sergio zveiter";"SERGIO ZVEITER";"PSD";"RJ";2349;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189133"
"SEVERINO NINHO";"NINHO";"severino ninho";"severino ninho";"SEVERINO NINHO";"PSB";"PE";2468;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=193515"
"SIBÁ MACHADO";"MACHADO";"sibá machado";"siba machado";"SIBA MACHADO";"PT";"AC";2398;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189030"
"SILAS CÂMARA";"CÂMARA";"silas câmara";"silas camara";"SILAS CAMARA";"PSD";"AM";1286;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=99430"
"SILVIO COSTA";"COSTA";"silvio costa";"silvio costa";"SILVIO COSTA";"PTB";"PE";1973;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=166613"
"SILVIO TORRES";"TORRES";"silvio torres";"silvio torres";"SILVIO TORRES";"PSDB";"SP";1175;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=98479"
"SIMÃO SESSIM";"SESSIM";"simão sessim";"simao sessim";"SIMAO SESSIM";"PP";"RJ";184;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=98700"
"SIMPLÍCIO ARAÚJO";"ARAÚJO";"simplício araújo";"simplicio araujo";"SIMPLICIO ARAUJO";"PPS";"MA";2475;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=193610"
"SOLANGE ALMEIDA";"ALMEIDA";"solange almeida";"solange almeida";"SOLANGE ALMEIDA";"PMDB";"RJ";1938;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=160063"
"STEFANO AGUIAR";"AGUIAR";"stefano aguiar";"stefano aguiar";"STEFANO AGUIAR";"PSC";"MG";2430;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=193109"
"STEPAN NERCESSIAN";"NERCESSIAN";"stepan nercessian";"stepan nercessian";"STEPAN NERCESSIAN";"PPS";"RJ";2324;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189213"
"SUELI VIDIGAL";"VIDIGAL";"sueli vidigal";"sueli vidigal";"SUELI VIDIGAL";"PDT";"ES";1940;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=161218"
"TAKAYAMA";;"takayama";"takayama";"TAKAYAMA";"PSC";"PR";1693;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=108134"
"TAUMATURGO LIMA";"LIMA";"taumaturgo lima";"taumaturgo lima";"TAUMATURGO LIMA";"PT";"AC";2344;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189031"
"TERESA SURITA";"SURITA";"teresa surita";"teresa surita";"TERESA SURITA";"PMDB";"RR";562;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=105484"
"THIAGO PEIXOTO";"PEIXOTO";"thiago peixoto";"thiago peixoto";"THIAGO PEIXOTO";"PSD";"GO";2296;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189073"
"TIRIRICA";;"tiririca";"tiririca";"TIRIRICA";"PR";"SP";2395;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189219"
"TONINHO PINHEIRO";"PINHEIRO";"toninho pinheiro";"toninho pinheiro";"TONINHO PINHEIRO";"PP";"MG";2285;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189079"
"VALADARES FILHO";"FILHO";"valadares filho";"valadares filho";"VALADARES FILHO";"PSB";"SE";1945;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=162197"
"VALDEMAR COSTA NETO";"COSTA NETO";"valdemar costa neto";"valdemar costa neto";"VALDEMAR COSTA NETO";"PR";"SP";779;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=98554"
"VALDIR COLATTO";"COLATTO";"valdir colatto";"valdir colatto";"VALDIR COLATTO";"PMDB";"SC";527;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=102508"
"VALDIVINO DE OLIVEIRA";"OLIVEIRA";"valdivino de oliveira";"valdivino de oliveira";"VALDIVINO DE OLIVEIRA";"PSDB";"GO";2426;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=193056"
"VALMIR ASSUNÇÃO";"ASSUNÇÃO";"valmir assunção";"valmir assuncao";"VALMIR ASSUNCAO";"PT";"BA";2265;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189052"
"VALTENIR PEREIRA";"PEREIRA";"valtenir pereira";"valtenir pereira";"VALTENIR PEREIRA";"PSB";"MT";1946;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=162881"
"VANDER LOUBET";"LOUBET";"vander loubet";"vander loubet";"VANDER LOUBET";"PT";"MS";1697;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=108961"
"VANDERLEI MACRIS";"MACRIS";"vanderlei macris";"vanderlei macris";"VANDERLEI MACRIS";"PSDB";"SP";1947;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=162372"
"VANDERLEI SIRAQUE";"SIRAQUE";"vanderlei siraque";"vanderlei siraque";"VANDERLEI SIRAQUE";"PT";"SP";2469;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=193516"
"VAZ DE LIMA";"LIMA";"vaz de lima";"vaz de lima";"VAZ DE LIMA";"PSDB";"SP";2404;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189170"
"VICENTE ARRUDA";"ARRUDA";"vicente arruda";"vicente arruda";"VICENTE ARRUDA";"PR";"CE";1188;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=98573"
"VICENTE CANDIDO";"CANDIDO";"vicente candido";"vicente candido";"VICENTE CANDIDO";"PT";"SP";2246;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189187"
"VICENTINHO";;"vicentinho";"vicentinho";"VICENTINHO";"PT";"SP";1699;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=111039"
"VIEIRA DA CUNHA";"CUNHA";"vieira da cunha";"vieira da cunha";"VIEIRA DA CUNHA";"PDT";"RS";1950;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=160402"
"VILALBA";;"vilalba";"vilalba";"VILALBA";"PRB";"PE";2427;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=193089"
"VILMAR ROCHA";"ROCHA";"vilmar rocha";"vilmar rocha";"VILMAR ROCHA";"PSD";"GO";895;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=98581"
"VILSON COVATTI";"COVATTI";"vilson covatti";"vilson covatti";"VILSON COVATTI";"PP";"RS";1966;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=160984"
"VINICIUS GURGEL";"GURGEL";"vinicius gurgel";"vinicius gurgel";"VINICIUS GURGEL";"PR";"AP";2280;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189195"
"VITOR PAULO";"PAULO";"vitor paulo";"vitor paulo";"VITOR PAULO";"PRB";"RJ";2353;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189134"
"VITOR PENIDO";"PENIDO";"vitor penido";"vitor penido";"VITOR PENIDO";"DEM";"MG";1953;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=162272"
"WALDENOR PEREIRA";"PEREIRA";"waldenor pereira";"waldenor pereira";"WALDENOR PEREIRA";"PT";"BA";2288;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189053"
"WALDIR MARANHÃO";"MARANHÃO";"waldir maranhão";"waldir maranhao";"WALDIR MARANHAO";"PP";"MA";1954;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=162799"
"WALNEY ROCHA";"ROCHA";"walney rocha";"walney rocha";"WALNEY ROCHA";"PTB";"RJ";2369;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189214"
