"POLITICO";"SOBRENOME";"NOME_MINUSCULA";"NOME_CASA_MINUSCULA";"NOME_CASA";"PARTIDO";"UF";"ID";"ANO_MANDATO";"LEGISLATURA";"URL_FOTO"
"LUCIANA SANTOS";"SANTOS";"luciana santos";"luciana santos";"LUCIANA SANTOS";"PCdoB";"PE";2376;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189109"
"LUCIANO CASTRO";"CASTRO";"luciano castro";"luciano castro";"LUCIANO CASTRO";"PR";"RR";894;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=97869"
"LUCIANO MOREIRA";"MOREIRA";"luciano moreira";"luciano moreira";"LUCIANO MOREIRA";"PMDB";"MA";2378;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189078"
"LÚCIO VALE";"VALE";"lúcio vale";"lucio vale";"LUCIO VALE";"PR";"PA";1877;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=160013"
"LUCIO VIEIRA LIMA";"LIMA";"lucio vieira lima";"lucio vieira lima";"LUCIO VIEIRA LIMA";"PMDB";"BA";2367;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189050"
"LUIS CARLOS HEINZE";"HEINZE";"luis carlos heinze";"luis carlos heinze";"LUIS CARLOS HEINZE";"PP";"RS";1455;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=99312"
"LUIS TIBÉ";"TIBÉ";"luis tibé";"luis tibe";"LUIS TIBE";"PTdoB";"MG";2412;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189087"
"LUIZ ALBERTO";"ALBERTO";"luiz alberto";"luiz alberto";"LUIZ ALBERTO";"PT";"BA";1242;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=99054"
"LUIZ ARGÔLO";"ARGÔLO";"luiz argôlo";"luiz argolo";"LUIZ ARGOLO";"PP";"BA";2357;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189048"
"LUIZ CARLOS";"CARLOS";"luiz carlos";"luiz carlos";"LUIZ CARLOS";"PSDB";"AP";2302;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189037"
"LUIZ CARLOS BUSATO";"BUSATO";"luiz carlos busato";"luiz carlos busato";"LUIZ CARLOS BUSATO";"PTB";"RS";1793;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=160150"
"LUIZ CARLOS HAULY";"HAULY";"luiz carlos hauly";"luiz carlos hauly";"LUIZ CARLOS HAULY";"PSDB";"PR";824;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=97911"
"LUIZ CARLOS SETIM";"SETIM";"luiz carlos setim";"luiz carlos setim";"LUIZ CARLOS SETIM";"DEM";"PR";1878;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=159696"
"LUIZ COUTO";"COUTO";"luiz couto";"luiz couto";"LUIZ COUTO";"PT";"PB";1590;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=109000"
"LUIZ FERNANDO FARIA";"FARIA";"luiz fernando faria";"luiz fernando faria";"LUIZ FERNANDO FARIA";"PP";"MG";1879;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=162149"
"LUIZ FERNANDO MACHADO";"MACHADO";"luiz fernando machado";"luiz fernando machado";"LUIZ FERNANDO MACHADO";"PSDB";"SP";2342;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189175"
"LUIZ NISHIMORI";"NISHIMORI";"luiz nishimori";"luiz nishimori";"LUIZ NISHIMORI";"PSDB";"PR";2424;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=193051"
"LUIZ NOÉ";"NOÉ";"luiz noé";"luiz noe";"LUIZ NOE";"PSB";"RS";2421;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=193041"
"LUIZ OTAVIO";"OTAVIO";"luiz otavio";"luiz otavio";"LUIZ OTAVIO";"PMDB";"PA";2418;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=193038"
"LUIZ PITIMAN";"PITIMAN";"luiz pitiman";"luiz pitiman";"LUIZ PITIMAN";"PMDB";"DF";2269;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189063"
"LUIZ SÉRGIO";"SÉRGIO";"luiz sérgio";"luiz sergio";"LUIZ SERGIO";"PT";"RJ";1383;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=99589"
"LUIZA ERUNDINA";"ERUNDINA";"luiza erundina";"luiza erundina";"LUIZA ERUNDINA";"PSB";"SP";1402;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=100449"
"MAGDA MOFATTO";"MOFATTO";"magda mofatto";"magda mofatto";"MAGDA MOFATTO";"PTB";"GO";2437;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=193415"
"MAGELA";;"magela";"magela";"MAGELA";"PT";"DF";1420;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=100196"
"MANATO";;"manato";"manato";"MANATO";"PDT";"ES";1593;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=107284"
"MANDETTA";;"mandetta";"mandetta";"MANDETTA";"DEM";"MS";2389;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189093"
"MANOEL JUNIOR";"JUNIOR";"manoel junior";"manoel junior";"MANOEL JUNIOR";"PMDB";"PB";1881;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=162803"
"MANOEL SALVIANO";"SALVIANO";"manoel salviano";"manoel salviano";"MANOEL SALVIANO";"PSD";"CE";1309;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=99672"
"MANUELA D'ÁVILA";"D'ÁVILA";"manuela d'ávila";"manuela davila";"MANUELA DAVILA";"PCdoB";"RS";1882;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=161388"
"MARA GABRILLI";"GABRILLI";"mara gabrilli";"mara gabrilli";"MARA GABRILLI";"PSDB";"SP";2399;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189220"
"MARÇAL FILHO";"FILHO";"marçal filho";"marcal filho";"MARCAL FILHO";"PMDB";"MS";1237;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=99018"
"MARCELO AGUIAR";"AGUIAR";"marcelo aguiar";"marcelo aguiar";"MARCELO AGUIAR";"PSD";"SP";2346;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189176"
"MARCELO CASTRO";"CASTRO";"marcelo castro";"marcelo castro";"MARCELO CASTRO";"PMDB";"PI";1311;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=99394"
"MARCELO MATOS";"MATOS";"marcelo matos";"marcelo matos";"MARCELO MATOS";"PDT";"RJ";2274;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189212"
"MARCIO BITTAR";"BITTAR";"marcio bittar";"marcio bittar";"MARCIO BITTAR";"PSDB";"AC";1293;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=99703"
"MÁRCIO FRANÇA";"FRANÇA";"márcio frança";"marcio franca";"MARCIO FRANCA";"PSB";"SP";1886;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=162349"
"MÁRCIO MACÊDO";"MACÊDO";"márcio macêdo";"marcio macedo";"MARCIO MACEDO";"PT";"SE";2310;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189161"
"MÁRCIO MARINHO";"MARINHO";"márcio marinho";"marcio marinho";"MARCIO MARINHO";"PRB";"BA";1987;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=179924"
"MÁRCIO REINALDO MOREIRA";"REINALDO MOREIRA";"márcio reinaldo moreira";"marcio reinaldo moreira";"MARCIO REINALDO MOREIRA";"PP";"MG";1112;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=97972"
"MARCO MAIA";"MAIA";"marco maia";"marco maia";"MARCO MAIA";"PT";"RS";1742;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=139354"
"MARCO TEBALDI";"TEBALDI";"marco tebaldi";"marco tebaldi";"MARCO TEBALDI";"PSDB";"SC";2245;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189154"
"MARCON";;"marcon";"marcon";"MARCON";"PT";"RS";2241;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189147"
"MARCOS MEDRADO";"MEDRADO";"marcos medrado";"marcos medrado";"MARCOS MEDRADO";"PDT";"BA";683;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=101807"
"MARCOS MONTES";"MONTES";"marcos montes";"marcos montes";"MARCOS MONTES";"PSD";"MG";1889;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=161213"
"MARCOS ROGÉRIO";"ROGÉRIO";"marcos rogério";"marcos rogerio";"MARCOS ROGERIO";"PDT";"RO";2473;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=193540"
"MARCUS PESTANA";"PESTANA";"marcus pestana";"marcus pestana";"MARCUS PESTANA";"PSDB";"MG";2390;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189088"
"MARIA DO ROSÁRIO";"ROSÁRIO";"maria do rosário";"maria do rosario";"MARIA DO ROSARIO";"PT";"RS";1605;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=107613"
"MARINA SANTANNA";"SANTANNA";"marina santanna";"marina santanna";"MARINA SANTANNA";"PT";"GO";2432;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=193117"
"MARINHA RAUPP";"RAUPP";"marinha raupp";"marinha raupp";"MARINHA RAUPP";"PMDB";"RO";1119;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=98000"
"MÁRIO DE OLIVEIRA";"OLIVEIRA";"mário de oliveira";"mario de oliveira";"MARIO DE OLIVEIRA";"PSC";"MG";303;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=98007"
"MÁRIO FEITOZA";"FEITOZA";"mário feitoza";"mario feitoza";"MARIO FEITOZA";"PMDB";"CE";2478;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=530829"
"MÁRIO NEGROMONTE";"NEGROMONTE";"mário negromonte";"mario negromonte";"MARIO NEGROMONTE";"PP";"BA";1126;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=98693"
"MARLLOS SAMPAIO";"SAMPAIO";"marllos sampaio";"marllos sampaio";"MARLLOS SAMPAIO";"PMDB";"PI";2325;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189209"
"MAURÍCIO DZIEDRICKI";"DZIEDRICKI";"maurício dziedricki";"mauricio dziedricki";"MAURICIO DZIEDRICKI";"PTB";"RS";2425;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=193053"
"MAURÍCIO QUINTELLA LESSA";"QUINTELLA LESSA";"maurício quintella lessa";"mauricio quintella lessa";"MAURICIO QUINTELLA LESSA";"PR";"AL";1610;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=107639"
"MAURÍCIO RANDS";"RANDS";"maurício rands";"mauricio rands";"MAURICIO RANDS";"PT";"PE";1612;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=108939"
"MAURÍCIO TRINDADE";"TRINDADE";"maurício trindade";"mauricio trindade";"MAURICIO TRINDADE";"PR";"BA";1891;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=160809"
"MAURO BENEVIDES";"BENEVIDES";"mauro benevides";"mauro benevides";"MAURO BENEVIDES";"PMDB";"CE";1488;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=100728"
"MAURO LOPES";"LOPES";"mauro lopes";"mauro lopes";"MAURO LOPES";"PMDB";"MG";1125;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=98021"
"MAURO MARIANI";"MARIANI";"mauro mariani";"mauro mariani";"MAURO MARIANI";"PMDB";"SC";1892;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=160912"
"MAURO NAZIF";"NAZIF";"mauro nazif";"mauro nazif";"MAURO NAZIF";"PSB";"RO";1893;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=163139"
"MENDES RIBEIRO FILHO";"RIBEIRO FILHO";"mendes ribeiro filho";"mendes ribeiro filho";"MENDES RIBEIRO FILHO";"PMDB";"RS";1066;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=98041"
"MENDONÇA FILHO";"FILHO";"mendonça filho";"mendonca filho";"MENDONCA FILHO";"DEM";"PE";1087;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=101887"
"MENDONÇA PRADO";"PRADO";"mendonça prado";"mendonca prado";"MENDONCA PRADO";"DEM";"SE";1615;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=109155"
"MIGUEL CORRÊA";"CORRÊA";"miguel corrêa";"miguel correa";"MIGUEL CORREA";"PT";"MG";1894;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=160826"
"MILTON MONTI";"MONTI";"milton monti";"milton monti";"MILTON MONTI";"PR";"SP";1405;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=100402"
"MIRIQUINHO BATISTA";"BATISTA";"miriquinho batista";"miriquinho batista";"MIRIQUINHO BATISTA";"PT";"PA";2360;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189207"
"MIRO TEIXEIRA";"TEIXEIRA";"miro teixeira";"miro teixeira";"MIRO TEIXEIRA";"PDT";"RJ";230;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=98717"
"MISSIONÁRIO JOSÉ OLIMPIO";"JOSÉ OLIMPIO";"missionário josé olimpio";"missionario jose olimpio";"MISSIONARIO JOSE OLIMPIO";"PP";"SP";2388;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189173"
"MOACIR MICHELETTO";"MICHELETTO";"moacir micheletto";"moacir micheletto";"MOACIR MICHELETTO";"PMDB";"PR";900;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=99113"
"MOREIRA MENDES";"MENDES";"moreira mendes";"moreira mendes";"MOREIRA MENDES";"PSD";"RO";1896;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=161177"
"NARCIO RODRIGUES";"RODRIGUES";"narcio rodrigues";"narcio rodrigues";"NARCIO RODRIGUES";"PSDB";"MG";1224;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=98973"
"NATAN DONADON";"DONADON";"natan donadon";"natan donadon";"NATAN DONADON";"PMDB";"RO";1740;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=139356"
"NAZARENO FONTELES";"FONTELES";"nazareno fonteles";"nazareno fonteles";"NAZARENO FONTELES";"PT";"PI";1729;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=114481"
"NEILTON MULIM";"MULIM";"neilton mulim";"neilton mulim";"NEILTON MULIM";"PR";"RJ";1897;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=162353"
"NELSON BORNIER";"BORNIER";"nelson bornier";"nelson bornier";"NELSON BORNIER";"PMDB";"RJ";739;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=102344"
"NELSON MARCHEZAN JUNIOR";"MARCHEZAN JUNIOR";"nelson marchezan junior";"nelson marchezan junior";"NELSON MARCHEZAN JUNIOR";"PSDB";"RS";2409;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=107138"
"NELSON MARQUEZELLI";"MARQUEZELLI";"nelson marquezelli";"nelson marquezelli";"NELSON MARQUEZELLI";"PTB";"SP";773;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=98076"
"NELSON MEURER";"MEURER";"nelson meurer";"nelson meurer";"NELSON MEURER";"PP";"PR";1133;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=98083"
"NELSON PADOVANI";"PADOVANI";"nelson padovani";"nelson padovani";"NELSON PADOVANI";"PSC";"PR";2327;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189120"
"NELSON PELLEGRINO";"PELLEGRINO";"nelson pellegrino";"nelson pellegrino";"NELSON PELLEGRINO";"PT";"BA";1344;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=99475"
"NERI GELLER";"GELLER";"neri geller";"neri geller";"NERI GELLER";"PP";"MT";1977;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=170986"
"NEWTON CARDOSO";"CARDOSO";"newton cardoso";"newton cardoso";"NEWTON CARDOSO";"PMDB";"MG";1135;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=101948"
"NEWTON LIMA";"LIMA";"newton lima";"newton lima";"NEWTON LIMA";"PT";"SP";2268;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189178"
"NICE LOBÃO";"LOBÃO";"nice lobão";"nice lobao";"NICE LOBAO";"PSD";"MA";1301;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=99169"
"NILDA GONDIM";"GONDIM";"nilda gondim";"nilda gondim";"NILDA GONDIM";"PMDB";"PB";2308;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189100"
"NILSON LEITÃO";"LEITÃO";"nilson leitão";"nilson leitao";"NILSON LEITAO";"PSDB";"MT";2438;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=193416"
"NILSON PINTO";"PINTO";"nilson pinto";"nilson pinto";"NILSON PINTO";"PSDB";"PA";1282;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=100046"
"NILTON CAPIXABA";"CAPIXABA";"nilton capixaba";"nilton capixaba";"NILTON CAPIXABA";"PTB";"RO";1289;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=99816"
"ODAIR CUNHA";"CUNHA";"odair cunha";"odair cunha";"ODAIR CUNHA";"PT";"MG";1625;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=108516"
"ODÍLIO BALBINOTTI";"BALBINOTTI";"odílio balbinotti";"odilio balbinotti";"ODILIO BALBINOTTI";"PMDB";"PR";1138;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=98150"
"ONOFRE SANTO AGOSTINI";"SANTO AGOSTINI";"onofre santo agostini";"onofre santo agostini";"ONOFRE SANTO AGOSTINI";"PSD";"SC";2334;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189155"
"ONYX LORENZONI";"LORENZONI";"onyx lorenzoni";"onyx lorenzoni";"ONYX LORENZONI";"DEM";"RS";1627;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=108519"
"OSMAR JÚNIOR";"JÚNIOR";"osmar júnior";"osmar junior";"OSMAR JUNIOR";"PCdoB";"PI";1900;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=159994"
"OSMAR SERRAGLIO";"SERRAGLIO";"osmar serraglio";"osmar serraglio";"OSMAR SERRAGLIO";"PMDB";"PR";1439;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=100355"
"OSMAR TERRA";"TERRA";"osmar terra";"osmar terra";"OSMAR TERRA";"PMDB";"RS";1514;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=100963"
"OTAVIO LEITE";"LEITE";"otavio leite";"otavio leite";"OTAVIO LEITE";"PSDB";"RJ";1901;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=162837"
"OTONIEL LIMA";"LIMA";"otoniel lima";"otoniel lima";"OTONIEL LIMA";"PRB";"SP";2330;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189179"
"OZIEL OLIVEIRA";"OLIVEIRA";"oziel oliveira";"oziel oliveira";"OZIEL OLIVEIRA";"PDT";"BA";2262;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189051"
"PADRE JOÃO";"JOÃO";"padre joão";"padre joao";"PADRE JOAO";"PT";"MG";2305;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189203"
"PADRE TON";"TON";"padre ton";"padre ton";"PADRE TON";"PT";"RO";2372;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189138"
"PAES LANDIM";"LANDIM";"paes landim";"paes landim";"PAES LANDIM";"PTB";"PI";80;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=98199"
"PASTOR EURICO";"EURICO";"pastor eurico";"pastor eurico";"PASTOR EURICO";"PSB";"PE";2264;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189106"
"PASTOR MARCO FELICIANO";"FELICIANO";"pastor marco feliciano";"pastor marco feliciano";"PASTOR MARCO FELICIANO";"PSC";"SP";2248;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189177"
"PAUDERNEY AVELINO";"AVELINO";"pauderney avelino";"pauderney avelino";"PAUDERNEY AVELINO";"DEM";"AM";586;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=98202"
"PAULO ABI-ACKEL";"ABI-ACKEL";"paulo abi-ackel";"paulo abi-ackel";"PAULO ABI-ACKEL";"PSDB";"MG";1904;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=160255"
"PAULO BORNHAUSEN";"BORNHAUSEN";"paulo bornhausen";"paulo bornhausen";"PAULO BORNHAUSEN";"PSD";"SC";1146;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=102028"
"PAULO CESAR QUARTIERO";"QUARTIERO";"paulo cesar quartiero";"paulo cesar quartiero";"PAULO CESAR QUARTIERO";"DEM";"RR";2359;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189141"
"PAULO FEIJÓ";"FEIJÓ";"paulo feijó";"paulo feijo";"PAULO FEIJO";"PR";"RJ";1216;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=98914"
"PAULO FERREIRA";"FERREIRA";"paulo ferreira";"paulo ferreira";"PAULO FERREIRA";"PT";"RS";2479;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=193760"
"PAULO FOLETTO";"FOLETTO";"paulo foletto";"paulo foletto";"PAULO FOLETTO";"PSB";"ES";2317;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189070"
"PAULO FREIRE";"FREIRE";"paulo freire";"paulo freire";"PAULO FREIRE";"PR";"SP";2301;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189180"
"PAULO MAGALHÃES";"MAGALHÃES";"paulo magalhães";"paulo magalhaes";"PAULO MAGALHAES";"PSD";"BA";1347;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=99484"
"PAULO MALUF";"MALUF";"paulo maluf";"paulo maluf";"PAULO MALUF";"PP";"SP";1906;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=123284"
"PAULO PEREIRA DA SILVA";"PEREIRA DA SILVA";"paulo pereira da silva";"paulo pereira da silva";"PAULO PEREIRA DA SILVA";"PDT";"SP";1903;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=161198"
"PAULO PIAU";"PIAU";"paulo piau";"paulo piau";"PAULO PIAU";"PMDB";"MG";1907;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=161685"
"PAULO PIMENTA";"PIMENTA";"paulo pimenta";"paulo pimenta";"PAULO PIMENTA";"PT";"RS";1642;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=109223"
"PAULO RUBEM SANTIAGO";"SANTIAGO";"paulo rubem santiago";"paulo rubem santiago";"PAULO RUBEM SANTIAGO";"PDT";"PE";1643;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=107673"
"PAULO TADEU";"TADEU";"paulo tadeu";"paulo tadeu";"PAULO TADEU";"PT";"DF";2228;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189064"
